52	1
53	3
54	2
55	2
56	3
57	4
58	9
59	4
60	14
61	18
62	23
63	23
64	36
65	37
66	42
67	59
68	62
69	61
70	84
71	86
72	93
73	92
74	94
75	105
76	107
77	110
78	105
79	74
80	95
81	96
82	86
83	74
84	89
85	78
86	48
87	53
88	49
89	36
90	32
91	30
92	23
93	28
94	23
95	12
96	7
97	12
98	4
99	8
100	4
101	2
102	3
103	2
104	2
105	1
