2;3;4;5;6; 	7,144 ;8;9
300;300;350;350;350;400;400;400
126,6;62,8;44,5;28,0;20,2;18,0;15,6;12,7
122,1;63,4;45,1;28,3;21,0;17,4;15,7;12,3
128,5;59,2;43,8;27,5;20,8;17,4;15,8;12,7
128,1;62,7;43,8;28,3;20,6;17,7;15,7;12,4
122,0;64,1;43,5;28,0;20,6;17,8;15,9;12,5
