3,0	15182
3,2	15354
3,4	15320
3,6	15322
3,8	15343
4,0	15353
4,2	15368
4,4	15109
4,6	14564
4,8	14364
5,0	14371
5,2	14153
5,4	12876
5,6	10409
5,8	7551
6,0	5331
6,2	4984
6,4	3587
6,6	3215
6,8	3439
7,0	8873
7,2	4224
7,4	2657
7,6	2236
7,8	2134
8,0	2087
8,2	2007
8,4	1971
8,6	1916
8,8	1847
9,0	1810
9,2	1706
9,4	1604
9,6	1844
9,8	1580
10,0	1495
10,2	1490
10,4	1428
10,6	1423
10,8	1372
11,0	1364
11,2	1321
11,4	1264
11,6	1232
11,8	1206
12,0	1176
12,2	1120
12,4	1113
12,6	1201
12,8	1372
13,0	1066
13,2	1019
13,4	1001
13,6	979
13,8	990
14,0	967
14,2	1141
14,4	2537
14,6	1342
14,8	903
15,0	855
15,2	802
15,4	746
15,6	715
15,8	694
16,0	691
16,2	652
16,4	647
16,6	607
16,8	582
17,0	556
17,2	546
17,4	540
17,6	526
17,8	505
18,0	477
